
2013-09-18 09:35:58	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:01	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:03	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:05	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:07	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:10	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:27	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:29	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:32	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:34	150.140.5	PUT	/ld4s/device/a12b
2013-09-18 09:36:36	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:36:39	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:36:41	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:36:44	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:36:46	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:37:04	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:37:06	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:37:09	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:37:14	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:37:17	150.140.5	POST	/ld4s/device/a12b
2013-09-18 09:38:33	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:33	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:34	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:35	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:35	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:36	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:36	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:37	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:37	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:38	150.140.5	GET	/ld4s/device/a12b
2013-09-18 09:38:38	150.140.5	DELETE	/ld4s/device/a12b
2013-09-18 09:38:39	150.140.5	DELETE	/ld4s/device/a12b
